date,day as a number,Case management and quarantine-Isolation of case-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Closure of educational institutions-Secondary School,International travel-Quarantine for international travellers-Not applicable,Hygiene and safety measure-Other-Not applicable,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Outdoor over 50,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Primary School,Internal travel-Travel restrictions-Other,Internal travel-Other-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,General-Activate incident emergency management system-Not applicable,Physical distancing-Closure of educational institutions-Other,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,Case management and quarantine-Quarantine-For contacts,Physical distancing-Workplace measures-Teleworking,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-Other,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Public gathering restriction-Other,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,International travel-Border screening-Other,Physical distancing-Workplace measures-Closure of workplaces,Internal travel-Travel advice-Not applicable,International travel-Other-Not applicable
2020-11-01,245,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-02,246,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-03,247,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-04,248,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-05,249,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-06,250,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-07,251,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-08,252,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-09,253,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-10,254,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-11,255,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-12,256,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-13,257,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-14,258,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-15,259,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-16,260,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-17,261,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-18,262,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-19,263,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-20,264,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-21,265,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-22,266,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-23,267,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-24,268,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-25,269,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-26,270,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-27,271,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-28,272,2,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-29,273,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-11-30,274,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-01,275,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-02,276,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-03,277,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-04,278,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-05,279,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-06,280,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-07,281,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-08,282,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-09,283,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-10,284,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-11,285,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-12,286,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-13,287,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-14,288,2,1,0,0,0,0,2,0,2,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-15,289,2,1,0,0,0,0,2,0,2,2,2,2,1,2,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-16,290,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-17,291,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-18,292,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-19,293,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-20,294,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-21,295,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-22,296,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-23,297,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-24,298,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-25,299,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-26,300,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-27,301,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-28,302,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-29,303,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-30,304,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2020-12-31,305,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-01,306,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-02,307,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-03,308,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-04,309,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-05,310,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-06,311,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-07,312,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-08,313,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-09,314,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-10,315,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-11,316,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-12,317,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-13,318,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-14,319,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-15,320,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-16,321,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-17,322,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-18,323,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-19,324,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-20,325,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-21,326,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-22,327,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-23,328,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-24,329,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
2021-01-25,330,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-26,331,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-27,332,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-28,333,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-29,334,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-30,335,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-01-31,336,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-01,337,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-02,338,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-03,339,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-04,340,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-05,341,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-06,342,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-07,343,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-08,344,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-09,345,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-10,346,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-11,347,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-12,348,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-13,349,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-14,350,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-15,351,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-16,352,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-17,353,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-18,354,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-19,355,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-20,356,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-21,357,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-22,358,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-23,359,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-24,360,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-25,361,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-26,362,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-27,363,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-02-28,364,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-01,365,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-02,366,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-03,367,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-04,368,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-05,369,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-06,370,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-07,371,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-08,372,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-09,373,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-10,374,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-11,375,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-12,376,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-13,377,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-14,378,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-15,379,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-16,380,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2021-03-17,381,2,1,0,0,0,0,2,0,2,2,2,2,1,0,1,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
