date,day as a number,Hygiene and safety measure-Protective mask use community-Closed public spaces,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Border screening-Temperature screening,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Case management and quarantine-Isolation of case-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Case management and quarantine-Contact tracing-Other,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Cordon sanitaire,General-Risk assessment-Not applicable,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of educational institutions-Other,International travel-Border screening-Other,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 500,Internal travel-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Other,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Workplace measures-Adaptation of workplace,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Internal travel-Travel restrictions-Other,Physical distancing-Measures for special populations-Other,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,General-General other-Not applicable,Physical distancing-Closure of public spaces-Place of worship,Internal travel-Travel advice-Not applicable
2020-09-06,189,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,2,0,0,0,0,0
2020-09-07,190,0,0,0,2,2,2,1,2,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,2,0,0,0,0,0
2020-09-08,191,0,0,0,2,2,2,1,2,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,2,0,0,0,0,0
2020-09-09,192,0,0,0,2,2,2,1,2,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,2,0,0,0,0,0
2020-09-10,193,0,0,0,2,2,2,1,2,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,2,0,0,0,0,0
2020-09-11,194,0,0,0,2,2,2,1,1,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0
2020-09-12,195,0,0,0,2,2,2,1,1,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0
2020-09-13,196,0,0,0,2,2,2,1,1,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0
2020-09-14,197,0,0,0,2,2,2,1,1,2,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0
2020-09-15,198,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2020-09-16,199,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-17,200,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-18,201,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-19,202,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-20,203,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-21,204,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-22,205,0,0,0,2,2,2,1,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-23,206,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-24,207,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-25,208,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-26,209,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-27,210,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-28,211,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-29,212,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-09-30,213,0,0,0,2,2,1,1,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-10-01,214,0,0,0,2,2,1,0,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-10-02,215,0,0,0,2,2,1,0,1,2,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-10-03,216,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-04,217,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-05,218,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-06,219,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-07,220,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-08,221,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-09,222,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-10,223,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-11,224,0,0,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-12,225,0,2,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-13,226,0,2,0,2,2,1,0,1,2,2,2,2,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,0,0
2020-10-14,227,0,2,0,2,2,1,0,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-10-15,228,0,2,0,2,2,1,0,1,2,0,1,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0
2020-10-16,229,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0
2020-10-17,230,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,231,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,232,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,233,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,234,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,235,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,236,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,237,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,238,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,1,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,239,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0
2020-10-27,240,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0
2020-10-28,241,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0
2020-10-29,242,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0
2020-10-30,243,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2020-10-31,244,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2020-11-01,245,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2020-11-02,246,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2020-11-03,247,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2020-11-04,248,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,2,0,2,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0
2020-11-05,249,0,2,0,2,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,1,0,1,2,0,0,0,0,0,0,1,2,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-06,250,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-07,251,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-08,252,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-09,253,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-10,254,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-11,255,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-12,256,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-13,257,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-14,258,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-15,259,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-16,260,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-17,261,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-18,262,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-19,263,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-20,264,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-21,265,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-22,266,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0
2020-11-23,267,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,268,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,269,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,270,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,271,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,272,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,273,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,274,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,275,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,276,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,277,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,278,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,279,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,280,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,281,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,282,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,283,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,284,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,285,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,286,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,287,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,288,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,289,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,290,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,291,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,292,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,293,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,294,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,295,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,296,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,297,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,298,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,299,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,300,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,301,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,302,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
