date,day as a number,Hygiene and safety measure-Protective mask use community-Closed public spaces,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Border screening-Temperature screening,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Case management and quarantine-Isolation of case-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Case management and quarantine-Contact tracing-Other,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Cordon sanitaire,General-Risk assessment-Not applicable,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of educational institutions-Other,International travel-Border screening-Other,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 500,Internal travel-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Other,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Workplace measures-Adaptation of workplace,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Internal travel-Travel restrictions-Other,Physical distancing-Measures for special populations-Other,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,General-General other-Not applicable,Physical distancing-Closure of public spaces-Place of worship,Internal travel-Travel advice-Not applicable
2021-12-06,645,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07,646,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08,647,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-09,648,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-10,649,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,650,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,651,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-13,652,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-14,653,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-15,654,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-16,655,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-17,656,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-18,657,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-19,658,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-20,659,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-21,660,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-22,661,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-23,662,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24,663,2,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-25,664,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-26,665,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-27,666,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28,667,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,668,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,669,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-31,670,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,671,0,2,0,2,1,0,1,1,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-02,672,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-03,673,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-04,674,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-05,675,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,676,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,677,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,678,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,679,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,680,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-11,681,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-12,682,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,683,0,2,0,2,1,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-14,684,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-15,685,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,686,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,687,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-18,688,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-19,689,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-20,690,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,691,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-22,692,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,693,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,694,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,695,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-26,696,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-27,697,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,698,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,699,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,700,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,701,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,702,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-02,703,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,704,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-04,705,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-05,706,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-06,707,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-07,708,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08,709,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-09,710,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-10,711,0,2,0,2,0,0,1,1,0,0,0,2,2,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-11,712,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-12,713,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-13,714,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-14,715,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,716,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-16,717,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-17,718,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-18,719,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-19,720,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-20,721,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,722,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-22,723,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-23,724,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-24,725,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,726,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,727,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-27,728,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,729,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,730,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-02,731,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-03,732,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-04,733,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,734,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,735,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,736,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08,737,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,738,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10,739,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,740,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12,741,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,742,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14,743,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,744,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,745,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,746,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,747,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19,748,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,749,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,750,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,751,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,752,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,753,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,754,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,755,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,756,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,757,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,758,0,2,0,2,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
