date,day as a number,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,International travel-Border screening-Other,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Hygiene and safety measure-Other-Not applicable,General-Activate incident emergency management system-Not applicable,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Vaccination proof,Ensuring treatment capacity-Other-Not applicable,Case management and quarantine-Quarantine-For contacts,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Internal travel-Travel restrictions-Other,Case management and quarantine-Isolation of case-Not applicable,International travel-Ban for certain countries-Not applicable,Internal travel-Travel advice-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,Hygiene and safety measure-Protective mask use community-Closed public spaces,International travel-Other-Not applicable
2021-06-07,463,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-08,464,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-09,465,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-10,466,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-11,467,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-12,468,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-13,469,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-14,470,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-15,471,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-16,472,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-17,473,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-18,474,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-19,475,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-20,476,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-21,477,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-22,478,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-23,479,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-24,480,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-25,481,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-26,482,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-27,483,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-28,484,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-29,485,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-30,486,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-07-01,487,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-02,488,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-03,489,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-04,490,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-05,491,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-06,492,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-07,493,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-08,494,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-09,495,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-10,496,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-11,497,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-12,498,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-13,499,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-14,500,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-15,501,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-16,502,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-17,503,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-18,504,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-19,505,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-20,506,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-21,507,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-22,508,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-23,509,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-24,510,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-25,511,1,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-26,512,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-07-27,513,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-07-28,514,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-07-29,515,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-07-30,516,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-07-31,517,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-01,518,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-02,519,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-03,520,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-04,521,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-05,522,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-06,523,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-07,524,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-08,525,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-09,526,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-10,527,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-11,528,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-12,529,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-13,530,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-14,531,1,0,1,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-15,532,1,0,1,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
2021-08-16,533,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-17,534,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-18,535,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-19,536,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-20,537,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-21,538,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-22,539,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-23,540,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-24,541,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-25,542,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-26,543,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-27,544,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-28,545,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-29,546,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-30,547,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-31,548,1,0,0,1,2,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-01,549,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-02,550,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-03,551,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-04,552,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-05,553,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-06,554,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-07,555,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-08,556,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-09,557,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-10,558,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-11,559,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-12,560,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-13,561,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-14,562,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-15,563,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-16,564,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-17,565,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-18,566,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-19,567,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-20,568,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-21,569,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-22,570,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-23,571,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-24,572,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-25,573,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-26,574,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-27,575,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-28,576,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-29,577,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-09-30,578,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-01,579,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-02,580,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-03,581,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-04,582,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-05,583,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-06,584,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-10-07,585,1,0,0,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
