date,day as a number,Physical distancing-Measures for special populations-Other,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Case reporting aboard conveyances-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Other,Internal travel-Travel restrictions-Cordon sanitaire,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of public spaces-Place of worship,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Workplace measures-Teleworking,Physical distancing-Public gathering restriction-Other,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of educational institutions-Other,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,General-General other-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,Internal travel-Quarantine for internal travellers-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 50
2021-01-12,317,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-13,318,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-14,319,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-15,320,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-16,321,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-17,322,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-18,323,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-19,324,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-20,325,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-21,326,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,2,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-22,327,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-23,328,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-24,329,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-25,330,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-26,331,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-27,332,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-28,333,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-29,334,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-30,335,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-31,336,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-01,337,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-02,338,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-03,339,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-04,340,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-05,341,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-06,342,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-07,343,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-08,344,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-09,345,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-10,346,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-11,347,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-12,348,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-13,349,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-14,350,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-15,351,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-16,352,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-17,353,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-18,354,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-19,355,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-20,356,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-21,357,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-22,358,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-23,359,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-24,360,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-25,361,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-26,362,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-27,363,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-02-28,364,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-01,365,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-02,366,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-03,367,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-04,368,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,0,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-05,369,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-06,370,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-07,371,1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-08,372,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-09,373,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-10,374,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-11,375,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-12,376,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-13,377,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-14,378,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-15,379,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-16,380,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-17,381,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-18,382,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-19,383,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-20,384,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-21,385,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-22,386,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-23,387,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-24,388,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-25,389,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-26,390,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-27,391,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-28,392,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-29,393,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-30,394,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-03-31,395,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-01,396,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-02,397,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-03,398,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-04,399,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-05,400,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-06,401,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-07,402,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-08,403,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-09,404,1,2,2,2,2,2,2,2,0,0,2,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-10,405,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-11,406,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-12,407,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-13,408,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-14,409,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-15,410,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-16,411,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-17,412,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-18,413,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-19,414,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-20,415,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-21,416,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-22,417,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-23,418,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-24,419,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-25,420,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-26,421,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-27,422,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-28,423,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-29,424,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-04-30,425,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
