date,day as a number,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Case management and quarantine-Protective measures HCW-Not applicable,Case management and quarantine-Other-Not applicable,Physical distancing-Other-Not applicable,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Workplace measures-Teleworking,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Measures for special populations-Other,Physical distancing-Workplace measures-Closure of workplaces,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Other,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of public spaces-Non essential shops,Hygiene and safety measure-Protective mask use community-Closed public spaces,General-Activate incident emergency management system-Not applicable,General-Risk assessment-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-Non COVID related care-Other,Ensuring treatment capacity-COVID related care-ICU capacity,Internal travel-Travel advice-Not applicable,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-All public spaces,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Case management and quarantine-Contact tracing-Other,Physical distancing-Public gathering restriction-Outdoor over 100,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home orders-Not applicable,General-Exemptions to NPIs-Other,Ensuring treatment capacity-Other-Not applicable,Hygiene and safety measure-Other-Not applicable,General-General other-Not applicable,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Other,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Ensuring treatment capacity-COVID related care-Increase PPE stocks,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Measures for special populations-Stay at home risk groups
2021-03-05,369,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,370,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,371,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,372,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,373,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,374,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,375,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,376,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-13,377,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,378,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,379,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,380,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,381,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,382,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-19,383,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,384,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,385,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,386,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-23,387,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,388,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-03-25,389,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,390,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,391,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,392,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,393,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,394,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,2,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,395,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,2,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,396,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,397,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,398,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,399,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,400,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-06,401,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-07,402,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-08,403,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,404,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,405,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,406,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,407,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-13,408,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-14,409,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,410,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-16,411,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-17,412,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,413,2,1,0,2,2,0,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,414,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-20,415,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-21,416,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-22,417,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,418,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,419,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,420,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,421,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,422,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,1,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,423,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,424,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,425,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,426,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,427,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,428,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,429,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,430,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,431,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,432,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-08,433,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,434,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,435,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,436,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,437,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,438,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,439,2,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-15,440,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,441,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,442,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,443,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,444,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,445,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,446,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,447,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,448,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,449,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,450,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,451,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,452,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,453,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,454,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,455,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,456,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,457,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,458,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,459,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,460,1,1,0,2,2,2,2,2,2,0,0,1,2,2,2,2,0,0,2,2,0,1,1,2,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,461,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,462,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,463,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
